frame,frame_difference,global_motion,face_motion,head_motion,upper_body_motion,arm_motion,mouth_motion,motion_intensity
37,0.0029576965590157635,0.10184453427791595,0.1597081571817398,0.11868181824684143,0.08691547065973282,0.07872755452990532,0.1434958279132843,0.10568443130701781
38,0.00327506247597078,0.13603200018405914,0.19036929309368134,0.14719578623771667,0.08054956793785095,0.08396818488836288,0.17004849016666412,0.12508773379027843
39,0.0030482867166474435,0.10982104390859604,0.1960572898387909,0.1455957144498825,0.09253926575183868,0.0937607865780592,0.224326491355896,0.13009956484660506
40,0.0038070994329104193,0.13989682495594025,0.30952388048171997,0.19859053194522858,0.10905974358320236,0.10968794114887714,0.4072912037372589,0.18399322362616657
41,0.004115724721261054,0.15311436355113983,0.3509105145931244,0.2445230931043625,0.10929873585700989,0.09335509315133095,0.3930719494819641,0.19391429487615824
42,0.002891075547866205,0.12099315226078033,0.23685303330421448,0.16296906769275665,0.10997806489467621,0.08716519922018051,0.3064518868923187,0.15157247357070447
43,0.003240910947712418,0.1227058693766594,0.2031010538339615,0.15272307395935059,0.09892064332962036,0.08901721611618996,0.20217807590961456,0.13212258975952862
44,0.0031413699058054595,0.10857238620519638,0.17333978414535522,0.1402539610862732,0.08856917917728424,0.07767599076032639,0.19325889647006989,0.12034279197454452
45,0.0033559508362168396,0.12461478263139725,0.23546192049980164,0.16228583455085754,0.10706023871898651,0.10227258875966072,0.33449438214302063,0.15855649467557667
46,0.003626279555940023,0.1425926238298416,0.313370943069458,0.21149510145187378,0.10054631531238556,0.09552285075187683,0.3732289671897888,0.17884349778294562
47,0.002888011822376009,0.11437851935625076,0.2260582149028778,0.16804668307304382,0.09137478470802307,0.07293296791613102,0.20809955894947052,0.13066730024293066
48,0.0037549259900038446,0.13515430688858032,0.3412647545337677,0.22814486920833588,0.09524883329868317,0.08122166432440281,0.41612207889556885,0.18419557878747583
49,0.0043399473760092275,0.16049069166183472,0.4299543499946594,0.28504690527915955,0.10757709294557571,0.07809633947908878,0.567861020565033,0.22920380676165225
50,0.0028919165705497884,0.1132865846157074,0.25203755497932434,0.1764061003923416,0.10223913192749023,0.07948601990938187,0.31889063119888306,0.15217243306338785
51,0.003085922481737793,0.11036732792854309,0.17765294015407562,0.13328112661838531,0.08148753643035889,0.08346169628202915,0.19839999079704285,0.11952835718169809
52,0.0029874927912341407,0.09955602884292603,0.18343064188957214,0.13660317659378052,0.07925507426261902,0.06750557385385036,0.20100794732570648,0.1149328543804586
53,0.003086553248750481,0.10507267713546753,0.20817944407463074,0.14367467164993286,0.09191552549600601,0.08130132779479027,0.2777910828590393,0.13422151993960144
54,0.0027428753364090734,0.10127628594636917,0.1715448647737503,0.12951968610286713,0.09121277928352356,0.06504274159669876,0.23124417662620544,0.11986118584871294
55,0.0024781033737024225,0.08811163902282715,0.14666946232318878,0.11999791860580444,0.08776967227458954,0.07437453418970108,0.2099531888961792,0.11196257956326007
56,0.0034934880815071126,0.11339505016803741,0.22613610327243805,0.1602049469947815,0.08906875550746918,0.08557826653122902,0.2932450771331787,0.14296744216233492
57,0.0030371732026143795,0.09501705318689346,0.1816369742155075,0.12885062396526337,0.0782780572772026,0.06569728255271912,0.20307442545890808,0.11168667145073413
58,0.0024253892733564018,0.10246754437685013,0.17189966142177582,0.11560729891061783,0.09059162437915802,0.08101565763354301,0.22327882051467896,0.11808968808501957
59,0.00274203431372549,0.10237842053174973,0.13520383834838867,0.10723493993282318,0.08660043030977249,0.08174535259604454,0.1404595524072647,0.10295706037431956
60,0.0024830594002306803,0.07512831687927246,0.08599027991294861,0.08023581653833389,0.06910806894302368,0.06364201940596104,0.07535486668348312,0.0734028590656817
61,0.0028481533544790468,0.0787590742111206,0.11091781407594681,0.08846663683652878,0.06372469663619995,0.06609996221959591,0.13362129032611847,0.08455706028267741
62,0.0026053080545943865,0.08558794111013412,0.15994207561016083,0.10934671014547348,0.06115115433931351,0.057289889082312584,0.15549908578395844,0.09280501460656523
63,0.002397575451749327,0.08367754518985748,0.1395934820175171,0.09477020055055618,0.07939596474170685,0.07603096030652523,0.15249139070510864,0.09470218194648623
64,0.002868157679738562,0.11442022770643234,0.11859451234340668,0.09549203515052795,0.07661674916744232,0.0850776880979538,0.0885939821600914,0.09402138486504553
65,0.0025206951653210306,0.08171744644641876,0.10202842205762863,0.07984299957752228,0.06175658106803894,0.060020770877599716,0.09937378019094467,0.07661589417606592
66,0.002428092560553633,0.08726939558982849,0.12566512823104858,0.09143637865781784,0.06330535560846329,0.0625026784837246,0.1427890509366989,0.08811522055417298
67,0.0027417039119569395,0.09636545181274414,0.1738310605287552,0.11977344006299973,0.07277315109968185,0.06122251786291599,0.2203596979379654,0.11059567289426925
68,0.0025971681564782773,0.08996128290891647,0.1611446887254715,0.11001277714967728,0.07539418339729309,0.06383467465639114,0.20375268161296844,0.10497926495969295
69,0.0026065095155709344,0.0884348526597023,0.14285162091255188,0.10388850420713425,0.07445915043354034,0.06793150678277016,0.13044364750385284,0.09259838957339525
70,0.0021871695982314493,0.06930621713399887,0.08398213237524033,0.06863003224134445,0.052563250064849854,0.049409723840653896,0.08459848165512085,0.06503487265668809
71,0.0023139237312572087,0.07876312732696533,0.12739934027194977,0.08568194508552551,0.06524727493524551,0.06269325129687786,0.10534493625164032,0.07931537074968219
72,0.0026670931853133408,0.08173657953739166,0.11485110223293304,0.08420246839523315,0.06516008079051971,0.06732745841145515,0.0835752859711647,0.07719553735107183
73,0.002261329777008843,0.06933137774467468,0.07597281038761139,0.06703640520572662,0.059441909193992615,0.05745501723140478,0.04657790809869766,0.06154552853666246
74,0.0023192401960784315,0.07594919204711914,0.07957597076892853,0.07238557189702988,0.06723969429731369,0.06751010939478874,0.03945375233888626,0.06658161740750074
75,0.002137218858131488,0.06579667329788208,0.07781263440847397,0.05862407758831978,0.05668235197663307,0.05509396083652973,0.03963538631796837,0.05661929236724972
76,0.0023151852652825836,0.06842394918203354,0.07286650687456131,0.05532452464103699,0.05606726184487343,0.06304340064525604,0.038074903190135956,0.05745783917605877
77,0.0027943879757785467,0.09117189049720764,0.11170943826436996,0.08510331064462662,0.06610459089279175,0.07051566056907177,0.10530713945627213,0.08375135986134409
78,0.0021528378508266052,0.06576935201883316,0.08478846400976181,0.0661039650440216,0.050028279423713684,0.051534813828766346,0.03744019195437431,0.05635036670602858
79,0.002785316945405613,0.09823373705148697,0.18723274767398834,0.12803268432617188,0.09322436898946762,0.06919459439814091,0.30367225408554077,0.13066091092303395
80,0.0033118872549019606,0.1294204294681549,0.273104727268219,0.1799984723329544,0.09889735281467438,0.06917619332671165,0.43061333894729614,0.1715082026645541
81,0.002766363898500577,0.09113092720508575,0.21248559653759003,0.14416126906871796,0.07712643593549728,0.051556967198848724,0.2776782512664795,0.12312222965061664
82,0.0024830594002306803,0.0851164162158966,0.1524784415960312,0.10796723514795303,0.07543092221021652,0.06267281249165535,0.18828178942203522,0.10074512537568807
83,0.002099252691272587,0.06367623805999756,0.09755660593509674,0.06887058913707733,0.049395591020584106,0.0465893903747201,0.093122199177742,0.06391643942333758
84,0.0024165284986543637,0.06539332866668701,0.08742295950651169,0.06401686370372772,0.058825552463531494,0.057637112215161324,0.08814531564712524,0.06596125395968556
85,0.0030101703671664743,0.08255530148744583,0.0960216224193573,0.08486037701368332,0.07118796557188034,0.0668009240180254,0.0898231714963913,0.07949738623574376
86,0.00204852100153787,0.061461497098207474,0.08029798418283463,0.060174401849508286,0.04967832192778587,0.04449279606342316,0.08639941364526749,0.05987476006150246
87,0.002378382112648981,0.06523869931697845,0.07648451626300812,0.06302879005670547,0.06423533707857132,0.05614279583096504,0.08957520872354507,0.06660978961735964
88,0.002737528835063437,0.08171279728412628,0.10017820447683334,0.07763322442770004,0.058849018067121506,0.05618813633918762,0.11915189027786255,0.07785409539937974
89,0.0022096369184928873,0.07379570603370667,0.1341358721256256,0.09018630534410477,0.05600949004292488,0.05009160190820694,0.12723451852798462,0.0786779611557722
90,0.0020593641868512113,0.07038450241088867,0.12437814474105835,0.08168019354343414,0.054138295352458954,0.04192977584898472,0.13968108594417572,0.07584129193797708
91,0.0017755190311418685,0.0605209581553936,0.0679427832365036,0.05399605631828308,0.04585592821240425,0.043567412532866,0.06269387155771255,0.05369386156089603
92,0.00209838163206459,0.06267371773719788,0.0980287715792656,0.0694156214594841,0.05880388990044594,0.05128215253353119,0.14276793599128723,0.07374019131064415
93,0.00239808607266436,0.06992298364639282,0.1273423433303833,0.09341384470462799,0.06763619929552078,0.046659291721880436,0.15578463673591614,0.08430849806405603
94,0.002113309784698193,0.07348009198904037,0.14511050283908844,0.10243202745914459,0.06237106770277023,0.05288590956479311,0.16792704164981842,0.08938448292203248
95,0.0021055903979238753,0.07405265420675278,0.11850352585315704,0.08235546946525574,0.06877808272838593,0.05364648252725601,0.09721781313419342,0.07518465980887414
96,0.00212379253171857,0.058799248188734055,0.07570500671863556,0.06021673232316971,0.04848095774650574,0.046167872846126556,0.05830659344792366,0.05507509492337703
97,0.002148512591311034,0.06360822916030884,0.07741448283195496,0.06069861724972725,0.061498891562223434,0.056599086150527,0.071357361972332,0.06247196102514863
98,0.0021531682525951557,0.06698323041200638,0.09735825657844543,0.0803811103105545,0.06749887764453888,0.04591074027121067,0.15142053365707397,0.07950878905132414
99,0.0017514297385620914,0.06271969527006149,0.11560036987066269,0.08235648274421692,0.047757092863321304,0.03841504827141762,0.141923725605011,0.07268443826586009
100,0.0024086889657823915,0.09160877764225006,0.12996388971805573,0.09964639693498611,0.08002853393554688,0.0668774638324976,0.13768291473388672,0.09424053581431507
101,0.00223760092272203,0.06780044734477997,0.12045105546712875,0.09322088211774826,0.05100901052355766,0.04457390680909157,0.11110100150108337,0.0736796686425805
102,0.0019522839773164166,0.06116136908531189,0.10181237012147903,0.07880160212516785,0.05073785036802292,0.04544658772647381,0.05825044959783554,0.06058704322203994
103,0.0022616001057285656,0.07540032267570496,0.12612630426883698,0.10002226382493973,0.060734253376722336,0.05586583539843559,0.11656516045331955,0.08176977831870318
104,0.0021855776624375243,0.07200932502746582,0.13247963786125183,0.10060110688209534,0.05331533029675484,0.03994373604655266,0.11716901510953903,0.07711515482515097
105,0.0024269511726259132,0.07992422580718994,0.1426047831773758,0.10585355013608932,0.05746488645672798,0.05795777961611748,0.12719480693340302,0.08572016712278127
106,0.00215043492887351,0.07370976358652115,0.14077866077423096,0.09763152152299881,0.052138444036245346,0.04791310243308544,0.13138329982757568,0.08007296359166502
107,0.0018204236351403308,0.060031261295080185,0.14072859287261963,0.08806733042001724,0.0460241325199604,0.03678849712014198,0.14662116765975952,0.0735562114417553
108,0.002225105728565936,0.07244043797254562,0.1379433572292328,0.08968763053417206,0.05817747861146927,0.05258936621248722,0.13931970298290253,0.0808421109803021
109,0.0023355800653594772,0.06745100021362305,0.13345415890216827,0.0883774384856224,0.06030862033367157,0.04459614120423794,0.17633143067359924,0.08384371994063258
110,0.0019274437716262976,0.06053818017244339,0.12660552561283112,0.08388873189687729,0.05141060799360275,0.04046150017529726,0.1602770984172821,0.07628065724857151
111,0.0021525374855824683,0.07000785320997238,0.11673510819673538,0.08760638535022736,0.06721924990415573,0.04175545834004879,0.1528146117925644,0.08152364430949091
112,0.0021746744040753558,0.05669106915593147,0.07474654912948608,0.05828404799103737,0.05640362575650215,0.04618820734322071,0.07542156428098679,0.05806166181340813
113,0.00237829200307574,0.06786946952342987,0.08262862265110016,0.06288112699985504,0.07081323862075806,0.05989900231361389,0.08518899232149124,0.06839521132409572
114,0.0019416510476739715,0.05959245562553406,0.0950164869427681,0.06803307682275772,0.043934449553489685,0.04240952245891094,0.0894261971116066,0.06043813241645693
115,0.001983341743560169,0.05986296012997627,0.10804463177919388,0.07017435878515244,0.042761821299791336,0.04858111962676048,0.09001122415065765,0.061966931521892546
116,0.0024185409457900806,0.07210588455200195,0.09888346493244171,0.06978211551904678,0.05824679136276245,0.05994131974875927,0.09240426868200302,0.07000708712264896
117,0.002101415321030373,0.05966513231396675,0.09666378051042557,0.07214520871639252,0.04982221499085426,0.04272829554975033,0.09352613240480423,0.06321331406012178
118,0.001772605488273741,0.05520539730787277,0.09367751330137253,0.06537792831659317,0.044534992426633835,0.04347394034266472,0.08492539823055267,0.058291509635746475
119,0.0019518935024990388,0.05816425010561943,0.0970415249466896,0.06764861941337585,0.04418600723147392,0.043678971007466316,0.12810470163822174,0.06604782899841666
120,0.002079698913879277,0.05226419121026993,0.05791320651769638,0.04992465674877167,0.04802246391773224,0.04166524112224579,0.041382309049367905,0.04748169284313917
121,0.002450950355632449,0.0672786608338356,0.10442735999822617,0.07634298503398895,0.06789077818393707,0.05772791616618633,0.1477978229522705,0.08010917073115706
122,0.001888426326412918,0.05768665298819542,0.13750283420085907,0.08761398494243622,0.03740129992365837,0.03302967920899391,0.17542001605033875,0.0749854413419962
123,0.0018945838139177238,0.05433780327439308,0.10262276232242584,0.07238880544900894,0.04728567227721214,0.037522727623581886,0.12831012904644012,0.06581845624372364
124,0.0022248053633217996,0.06305823475122452,0.09853069484233856,0.07014479488134384,0.04727668687701225,0.04620618186891079,0.10369753837585449,0.0652202427200973
125,0.002043054354094579,0.05172261968255043,0.07514006644487381,0.0545794777572155,0.04721786454319954,0.04063032940030098,0.05588425323367119,0.05036453396081925
126,0.0018470359957708574,0.06068926677107811,0.08747553825378418,0.05798659473657608,0.05003560334444046,0.05003424733877182,0.0740286335349083,0.05828549105674029
127,0.001827602364475202,0.053582608699798584,0.07165409624576569,0.05090824142098427,0.04397978261113167,0.04520406760275364,0.07001680880784988,0.052226286213845015
128,0.0019632172722029986,0.04827659949660301,0.06412918865680695,0.05013708025217056,0.042055394500494,0.03979954123497009,0.07518952339887619,0.05021774146705865
129,0.0022281093810073045,0.06232070550322533,0.07964564859867096,0.061830244958400726,0.059203486889600754,0.056091099977493286,0.09102699905633926,0.0648839021101594
130,0.0015010753075740098,0.03745891898870468,0.03602132201194763,0.029380107298493385,0.02691175416111946,0.029065762646496296,0.011904376558959484,0.028280708454549313
131,0.001769241397539408,0.04477376863360405,0.07110167294740677,0.04813338443636894,0.04319262504577637,0.03701868839561939,0.08238203078508377,0.049651942420750855
132,0.0020909025374855825,0.0544469989836216,0.08081120252609253,0.05838483199477196,0.041889626532793045,0.044602978974580765,0.08519603312015533,0.05611000191420317
133,0.001965049500192234,0.048929568380117416,0.06757766008377075,0.05273585021495819,0.047200463712215424,0.04260253254324198,0.0726739689707756,0.05205596399493515
134,0.001692468041138024,0.04383068531751633,0.05763627588748932,0.038720011711120605,0.037459760904312134,0.03681433293968439,0.0547645129263401,0.041853544758632774
135,0.0018254397347174166,0.044588200747966766,0.07427000254392624,0.052861809730529785,0.04369592294096947,0.034993648529052734,0.09038164466619492,0.05173393569886685
136,0.002098141339869281,0.04861113056540489,0.08072368055582047,0.05759892612695694,0.04575076699256897,0.04342768155038357,0.09734675288200378,0.056772371027618646
137,0.0023204716935793924,0.0646248608827591,0.11629609018564224,0.07972528785467148,0.04565993696451187,0.04843049496412277,0.1109427884221077,0.0691809282451868
138,0.002008992935409458,0.05542542412877083,0.12818652391433716,0.08215094357728958,0.03697270154953003,0.0390314981341362,0.19170723855495453,0.07644061867147683
139,0.002509461505190311,0.08071022480726242,0.2647935450077057,0.15138328075408936,0.05011497810482979,0.03974562417715788,0.6662262082099915,0.17373475979082287
140,0.0025789960592079966,0.07189887017011642,0.18319691717624664,0.11714102327823639,0.05347596853971481,0.04295313358306885,0.29984307289123535,0.10916414134204386
141,0.002471194973087274,0.06886793673038483,0.17390616238117218,0.10955994576215744,0.04996204376220703,0.04936794191598892,0.27180683612823486,0.10276371404528617
142,0.0021720011534025374,0.07061374932527542,0.18621355295181274,0.11059041321277618,0.045978572219610214,0.04069364443421364,0.3547455966472626,0.11370694268494844
143,0.002012537245290273,0.06123387813568115,0.15737581253051758,0.09837943315505981,0.038175225257873535,0.03664480522274971,0.26423558592796326,0.09263982314616442
144,0.0024229863514033064,0.07230649143457413,0.16219468414783478,0.10454712063074112,0.06116379052400589,0.05199757218360901,0.2480200082063675,0.10126547381281853
145,0.0031936334582852747,0.11176415532827377,0.15528833866119385,0.13223624229431152,0.07583441585302353,0.07291636802256107,0.13808681070804596,0.10775909842923284
146,0.001443495290272972,0.03608447313308716,0.04194343462586403,0.030894236639142036,0.027276691049337387,0.029358181171119213,0.06285081803798676,0.03607299533672631
147,0.002709144319492503,0.10018226504325867,0.13479256629943848,0.11009881645441055,0.0506012961268425,0.06446454674005508,0.12154469639062881,0.09086918108165264
148,0.00279946414840446,0.08990691602230072,0.1382121741771698,0.11026320606470108,0.05239327996969223,0.06781189702451229,0.12416955828666687,0.08962677715346218
149,0.002226307189542484,0.06462835520505905,0.0859973207116127,0.07029857486486435,0.046804193407297134,0.05261294264346361,0.05858004093170166,0.0598876937199384
150,0.0026539371876201463,0.09041886776685715,0.09243651479482651,0.08583997189998627,0.06937941908836365,0.07292875461280346,0.040945444256067276,0.07509271027520299
151,0.0019858948481353326,0.06851095706224442,0.12397278100252151,0.09096131473779678,0.05778380483388901,0.05112345702946186,0.1229257807135582,0.07739900762215257
152,0.0029048022395232603,0.09312078356742859,0.1993912309408188,0.13759136199951172,0.06320187449455261,0.06199627183377743,0.25897324085235596,0.1184397261403501
153,0.003238838427527874,0.12003862112760544,0.2805769145488739,0.18976685404777527,0.07373017072677612,0.073228619992733,0.34792032837867737,0.1553597141802311
154,0.0020049980776624373,0.07137417048215866,0.1807125359773636,0.1121583878993988,0.0427955687046051,0.04620765894651413,0.20829856395721436,0.09268642857670784
155,0.0027479214725105727,0.09650762379169464,0.15541298687458038,0.11887571215629578,0.06188555806875229,0.06327665410935879,0.10376659780740738,0.0913072553090751
156,0.0024228662053056515,0.06958505511283875,0.09477302432060242,0.08017022907733917,0.051271647214889526,0.0552905797958374,0.06985769420862198,0.06654577024281025
157,0.0025659602076124567,0.08468358218669891,0.12010308355093002,0.09714832901954651,0.05890649929642677,0.05482449755072594,0.13668717443943024,0.08588438842445612
158,0.002703587562475971,0.09548023343086243,0.16624176502227783,0.1178421676158905,0.0688687339425087,0.06345743872225285,0.18177174031734467,0.10378049800172448
159,0.0019144079200307574,0.060386527329683304,0.13027673959732056,0.08368654549121857,0.04220236837863922,0.040870835073292255,0.15503358840942383,0.07381777473725379
160,0.0027922253460207613,0.08343867212533951,0.13428960740566254,0.09953688830137253,0.05008865147829056,0.05428818799555302,0.10306631028652191,0.07944878587499261
161,0.0030545343137254903,0.10308534651994705,0.24939894676208496,0.17303155362606049,0.07926084101200104,0.06258030980825424,0.3057257831096649,0.13979369655251503
162,0.003052581939638601,0.12628749012947083,0.4403757154941559,0.2766467034816742,0.07987754791975021,0.04995826631784439,0.6345182657241821,0.21878215216100216
163,0.003866992262591311,0.18417449295520782,0.5495125651359558,0.3440910279750824,0.09543316066265106,0.06427489593625069,0.6820905804634094,0.26248466853052377
164,0.003356101018838908,0.13878603279590607,0.4235309362411499,0.2723917067050934,0.09594699740409851,0.06028887256979942,0.5434762835502625,0.21183544527739284
165,0.0033526167820069203,0.12353263795375824,0.3145924508571625,0.21351628005504608,0.08712609857320786,0.06989592127501965,0.3354808986186981,0.16214936865493657
166,0.0029124615532487505,0.11046094447374344,0.24405834078788757,0.1766654998064041,0.08816902339458466,0.06339299492537975,0.27745193243026733,0.14004663428291678
167,0.0022603085351787775,0.0854756310582161,0.20661769807338715,0.15358933806419373,0.08082602918148041,0.050639254972338676,0.20417699217796326,0.113550149705261
168,0.0031564782775855443,0.10749010741710663,0.21691974997520447,0.16420291364192963,0.08867675065994263,0.0653590876609087,0.19625918567180634,0.12443499313667417
169,0.002765462802768166,0.08872202038764954,0.15105518698692322,0.11867115646600723,0.08152049779891968,0.07138919085264206,0.1647193282842636,0.10336604550480842
170,0.0022522587466359094,0.07624197751283646,0.1418197602033615,0.11479304730892181,0.06121483072638512,0.051426369696855545,0.1308494210243225,0.0871473217383027
171,0.002568242983467897,0.09026065468788147,0.13883228600025177,0.10847465693950653,0.07342103868722916,0.06970197334885597,0.12343261390924454,0.09326384242624045
172,0.0020951376874279123,0.06392090767621994,0.11353116482496262,0.08693768084049225,0.0642496645450592,0.04618379659950733,0.1308472901582718,0.07675792569294572
173,0.0030698529411764706,0.08903355896472931,0.11844856292009354,0.10136795789003372,0.08107725530862808,0.07094142958521843,0.12177161872386932,0.09252007100731136
174,0.002195609861591696,0.07022134959697723,0.08306118100881577,0.07432089000940323,0.054756663739681244,0.06074509024620056,0.038185395300388336,0.06204623401165008
175,0.0021751249519415612,0.06561960279941559,0.10837092995643616,0.08258142322301865,0.05983415246009827,0.05666950158774853,0.08483771979808807,0.07017987718805671
176,0.003095323913879277,0.09316647797822952,0.1526075005531311,0.11635693162679672,0.07582705467939377,0.0628290381282568,0.168613463640213,0.10200267827138305
177,0.002277639609765475,0.06972363591194153,0.15359483659267426,0.1057596281170845,0.06237310916185379,0.049386532977223396,0.2649502158164978,0.10323621863499283
178,0.002147461312956555,0.0757388100028038,0.11228736490011215,0.09776462614536285,0.059452589601278305,0.05203593894839287,0.09583113342523575,0.0772981048002839
179,0.0020363261726259133,0.073439821600914,0.10142457485198975,0.08132761716842651,0.055592454969882965,0.05377060920000076,0.07108138501644135,0.0685017129033804
180,0.0017589088331410997,0.04782036319375038,0.0739901140332222,0.06031733378767967,0.044247884303331375,0.038112430833280087,0.0833745077252388,0.05398433282040059
181,0.002251147395232603,0.07052389532327652,0.09469735622406006,0.07762359827756882,0.05070549249649048,0.05083041079342365,0.058120571076869965,0.06352311754599213
182,0.0019390378700499806,0.05860210210084915,0.0899081826210022,0.07248589396476746,0.044905610382556915,0.040708618238568306,0.06909146159887314,0.058139193225651975
183,0.001843701941560938,0.0597904808819294,0.06241192668676376,0.05472627654671669,0.03869124501943588,0.047306532971560955,0.04463911056518555,0.05033159065060317
184,0.0020654616013071896,0.05887843295931816,0.061323381960392,0.05616188421845436,0.04575612396001816,0.0467734569683671,0.040488243103027344,0.051020905757322904
185,0.0019772443291041905,0.05183981731534004,0.07789193093776703,0.06455240398645401,0.04873963072896004,0.04483103100210428,0.08207418769598007,0.05780359228141606
186,0.002006289648212226,0.06329411268234253,0.1266951709985733,0.09023471176624298,0.04628715291619301,0.03929115552455187,0.12722255289554596,0.07247677301056682
